sample	Round	Cage	Mouse	Day	treatment	diet	mouse_id	id	paper_id
5_7_5_-1	5	7	5	-1	salmonella	chow	5_7_5	5_7_5_-1	NA
5_8_1_-1	5	8	1	-1	salmonella	chow	5_8_1	5_8_1_-1	NA
5_8_2_-1	5	8	2	-1	salmonella	chow	5_8_2	5_8_2_-1	NA
5_8_3_-1	5	8	3	-1	salmonella	chow	5_8_3	5_8_3_-1	NA
5_8_4_-1	5	8	4	-1	salmonella	chow	5_8_4	5_8_4_-1	NA
5_8_5_-1	5	8	5	-1	salmonella	chow	5_8_5	5_8_5_-1	NA
5_10_1_-1	5	10	1	-1	control	HFD	5_10_1	5_10_1_-1	NA
5_10_2_-1	5	10	2	-1	control	HFD	5_10_2	5_10_2_-1	NA
5_10_3_-1	5	10	3	-1	control	HFD	5_10_3	5_10_3_-1	NA
5_10_4_-1	5	10	4	-1	control	HFD	5_10_4	5_10_4_-1	NA
5_10_5_-1	5	10	5	-1	control	HFD	5_10_5	5_10_5_-1	NA
5_11_1_-1	5	11	1	-1	salmonella	HFD	5_11_1	5_11_1_-1	NA
5_11_2_-1	5	11	2	-1	salmonella	HFD	5_11_2	5_11_2_-1	NA
5_11_3_-1	5	11	3	-1	salmonella	HFD	5_11_3	5_11_3_-1	NA
5_11_4_-1	5	11	4	-1	salmonella	HFD	5_11_4	5_11_4_-1	NA
5_11_5_-1	5	11	5	-1	salmonella	HFD	5_11_5	5_11_5_-1	NA
5_12_1_-1	5	12	1	-1	salmonella	HFD	5_12_1	5_12_1_-1	NA
5_12_2_-1	5	12	2	-1	salmonella	HFD	5_12_2	5_12_2_-1	NA
5_12_3_-1	5	12	3	-1	salmonella	HFD	5_12_3	5_12_3_-1	NA
5_12_4_-1	5	12	4	-1	salmonella	HFD	5_12_4	5_12_4_-1	NA
5_12_5_-1	5	12	5	-1	salmonella	HFD	5_12_5	5_12_5_-1	NA
5_13_1_-1	5	13	1	-1	salmonella	HFD	5_13_1	5_13_1_-1	NA
5_13_2_-1	5	13	2	-1	salmonella	HFD	5_13_2	5_13_2_-1	NA
5_13_3_-1	5	13	3	-1	salmonella	HFD	5_13_3	5_13_3_-1	NA
5_13_4_-1	5	13	4	-1	salmonella	HFD	5_13_4	5_13_4_-1	NA
5_13_5_-1	5	13	5	-1	salmonella	HFD	5_13_5	5_13_5_-1	NA
5_14_1_-1	5	14	1	-1	salmonella	HFD	5_14_1	5_14_1_-1	NA
5_14_2_-1	5	14	2	-1	salmonella	HFD	5_14_2	5_14_2_-1	NA
5_14_3_-1	5	14	3	-1	salmonella	HFD	5_14_3	5_14_3_-1	NA
5_14_4_-1	5	14	4	-1	salmonella	HFD	5_14_4	5_14_4_-1	NA
5_14_5_-1	5	14	5	-1	salmonella	HFD	5_14_5	5_14_5_-1	NA
5_1_1_1	5	1	1	1	control	chow	5_1_1	5_1_1_1	NA
5_1_2_1	5	1	2	1	control	chow	5_1_2	5_1_2_1	NA
5_1_3_1	5	1	3	1	control	chow	5_1_3	5_1_3_1	NA
5_1_4_1	5	1	4	1	control	chow	5_1_4	5_1_4_1	NA
5_1_5_1	5	1	5	1	control	chow	5_1_5	5_1_5_1	NA
5_2_1_1	5	2	1	1	salmonella	chow	5_2_1	5_2_1_1	NA
5_2_2_1	5	2	2	1	salmonella	chow	5_2_2	5_2_2_1	NA
5_2_3_1	5	2	3	1	salmonella	chow	5_2_3	5_2_3_1	NA
5_2_4_1	5	2	4	1	salmonella	chow	5_2_4	5_2_4_1	NA
5_2_5_1	5	2	5	1	salmonella	chow	5_2_5	5_2_5_1	NA
5_3_1_1	5	3	1	1	salmonella	chow	5_3_1	5_3_1_1	NA
5_3_2_1	5	3	2	1	salmonella	chow	5_3_2	5_3_2_1	NA
5_3_3_1	5	3	3	1	salmonella	chow	5_3_3	5_3_3_1	NA
5_3_4_1	5	3	4	1	salmonella	chow	5_3_4	5_3_4_1	NA
5_3_5_1	5	3	5	1	salmonella	chow	5_3_5	5_3_5_1	NA
5_4_1_1	5	4	1	1	salmonella	chow	5_4_1	5_4_1_1	NA
5_4_2_1	5	4	2	1	salmonella	chow	5_4_2	5_4_2_1	NA
5_4_3_1	5	4	3	1	salmonella	chow	5_4_3	5_4_3_1	NA
5_4_4_1	5	4	4	1	salmonella	chow	5_4_4	5_4_4_1	NA
5_4_5_1	5	4	5	1	salmonella	chow	5_4_5	5_4_5_1	NA
5_5_1_1	5	5	1	1	salmonella	chow	5_5_1	5_5_1_1	NA
5_5_2_1	5	5	2	1	salmonella	chow	5_5_2	5_5_2_1	NA
5_5_3_1	5	5	3	1	salmonella	chow	5_5_3	5_5_3_1	NA
5_5_4_1	5	5	4	1	salmonella	chow	5_5_4	5_5_4_1	NA
5_5_5_1	5	5	5	1	salmonella	chow	5_5_5	5_5_5_1	NA
5_6_1_1	5	6	1	1	salmonella	chow	5_6_1	5_6_1_1	NA
5_6_2_1	5	6	2	1	salmonella	chow	5_6_2	5_6_2_1	NA
5_6_3_1	5	6	3	1	salmonella	chow	5_6_3	5_6_3_1	NA
5_6_4_1	5	6	4	1	salmonella	chow	5_6_4	5_6_4_1	NA
5_6_5_1	5	6	5	1	salmonella	chow	5_6_5	5_6_5_1	NA
5_7_1_1	5	7	1	1	salmonella	chow	5_7_1	5_7_1_1	NA
5_7_2_1	5	7	2	1	salmonella	chow	5_7_2	5_7_2_1	NA
5_7_3_1	5	7	3	1	salmonella	chow	5_7_3	5_7_3_1	NA
5_7_4_1	5	7	4	1	salmonella	chow	5_7_4	5_7_4_1	NA
5_7_5_1	5	7	5	1	salmonella	chow	5_7_5	5_7_5_1	NA
5_8_1_1	5	8	1	1	salmonella	chow	5_8_1	5_8_1_1	NA
5_8_2_1	5	8	2	1	salmonella	chow	5_8_2	5_8_2_1	NA
5_8_3_1	5	8	3	1	salmonella	chow	5_8_3	5_8_3_1	NA
5_8_4_1	5	8	4	1	salmonella	chow	5_8_4	5_8_4_1	NA
5_8_5_1	5	8	5	1	salmonella	chow	5_8_5	5_8_5_1	NA
5_10_1_1	5	10	1	1	control	HFD	5_10_1	5_10_1_1	NA
5_10_2_1	5	10	2	1	control	HFD	5_10_2	5_10_2_1	NA
5_10_3_1	5	10	3	1	control	HFD	5_10_3	5_10_3_1	NA
5_10_4_1	5	10	4	1	control	HFD	5_10_4	5_10_4_1	NA
5_10_5_1	5	10	5	1	control	HFD	5_10_5	5_10_5_1	NA
5_11_1_1	5	11	1	1	salmonella	HFD	5_11_1	5_11_1_1	NA
5_11_2_1	5	11	2	1	salmonella	HFD	5_11_2	5_11_2_1	NA
5_11_3_1	5	11	3	1	salmonella	HFD	5_11_3	5_11_3_1	NA
5_11_4_1	5	11	4	1	salmonella	HFD	5_11_4	5_11_4_1	NA
5_11_5_1	5	11	5	1	salmonella	HFD	5_11_5	5_11_5_1	NA
5_12_1_1	5	12	1	1	salmonella	HFD	5_12_1	5_12_1_1	NA
5_12_2_1	5	12	2	1	salmonella	HFD	5_12_2	5_12_2_1	NA
5_12_3_1	5	12	3	1	salmonella	HFD	5_12_3	5_12_3_1	NA
5_12_4_1	5	12	4	1	salmonella	HFD	5_12_4	5_12_4_1	NA
5_12_5_1	5	12	5	1	salmonella	HFD	5_12_5	5_12_5_1	NA
5_13_1_1	5	13	1	1	salmonella	HFD	5_13_1	5_13_1_1	NA
5_13_2_1	5	13	2	1	salmonella	HFD	5_13_2	5_13_2_1	NA
5_13_3_1	5	13	3	1	salmonella	HFD	5_13_3	5_13_3_1	NA
5_13_4_1	5	13	4	1	salmonella	HFD	5_13_4	5_13_4_1	NA
5_13_5_1	5	13	5	1	salmonella	HFD	5_13_5	5_13_5_1	NA
5_14_1_1	5	14	1	1	salmonella	HFD	5_14_1	5_14_1_1	NA
5_14_2_1	5	14	2	1	salmonella	HFD	5_14_2	5_14_2_1	NA
5_14_3_1	5	14	3	1	salmonella	HFD	5_14_3	5_14_3_1	NA
5_14_4_1	5	14	4	1	salmonella	HFD	5_14_4	5_14_4_1	NA
5_14_5_1	5	14	5	1	salmonella	HFD	5_14_5	5_14_5_1	NA
5_1_1_2	5	1	1	2	control	chow	5_1_1	5_1_1_2	NA
5_1_2_2	5	1	2	2	control	chow	5_1_2	5_1_2_2	NA
5_1_3_2	5	1	3	2	control	chow	5_1_3	5_1_3_2	NA
5_1_4_2	5	1	4	2	control	chow	5_1_4	5_1_4_2	NA
5_1_5_2	5	1	5	2	control	chow	5_1_5	5_1_5_2	NA
5_2_1_2	5	2	1	2	salmonella	chow	5_2_1	5_2_1_2	NA
5_2_2_2	5	2	2	2	salmonella	chow	5_2_2	5_2_2_2	NA
5_2_3_2	5	2	3	2	salmonella	chow	5_2_3	5_2_3_2	NA
5_2_4_2	5	2	4	2	salmonella	chow	5_2_4	5_2_4_2	NA
5_2_5_2	5	2	5	2	salmonella	chow	5_2_5	5_2_5_2	NA
5_3_1_2	5	3	1	2	salmonella	chow	5_3_1	5_3_1_2	NA
5_3_2_2	5	3	2	2	salmonella	chow	5_3_2	5_3_2_2	NA
5_3_3_2	5	3	3	2	salmonella	chow	5_3_3	5_3_3_2	NA
5_3_4_2	5	3	4	2	salmonella	chow	5_3_4	5_3_4_2	NA
5_3_5_2	5	3	5	2	salmonella	chow	5_3_5	5_3_5_2	NA
5_4_1_2	5	4	1	2	salmonella	chow	5_4_1	5_4_1_2	NA
5_4_2_2	5	4	2	2	salmonella	chow	5_4_2	5_4_2_2	NA
5_4_3_2	5	4	3	2	salmonella	chow	5_4_3	5_4_3_2	NA
5_4_4_2	5	4	4	2	salmonella	chow	5_4_4	5_4_4_2	NA
5_4_5_2	5	4	5	2	salmonella	chow	5_4_5	5_4_5_2	NA
5_5_1_2	5	5	1	2	salmonella	chow	5_5_1	5_5_1_2	NA
5_5_2_2	5	5	2	2	salmonella	chow	5_5_2	5_5_2_2	NA
5_5_3_2	5	5	3	2	salmonella	chow	5_5_3	5_5_3_2	NA
5_5_4_2	5	5	4	2	salmonella	chow	5_5_4	5_5_4_2	NA
5_5_5_2	5	5	5	2	salmonella	chow	5_5_5	5_5_5_2	NA
5_6_1_2	5	6	1	2	salmonella	chow	5_6_1	5_6_1_2	NA
5_6_2_2	5	6	2	2	salmonella	chow	5_6_2	5_6_2_2	NA
5_6_3_2	5	6	3	2	salmonella	chow	5_6_3	5_6_3_2	NA
5_6_4_2	5	6	4	2	salmonella	chow	5_6_4	5_6_4_2	NA
5_6_5_2	5	6	5	2	salmonella	chow	5_6_5	5_6_5_2	NA
5_7_1_2	5	7	1	2	salmonella	chow	5_7_1	5_7_1_2	NA
5_7_2_2	5	7	2	2	salmonella	chow	5_7_2	5_7_2_2	NA
5_7_3_2	5	7	3	2	salmonella	chow	5_7_3	5_7_3_2	NA
5_7_4_2	5	7	4	2	salmonella	chow	5_7_4	5_7_4_2	NA
5_7_5_2	5	7	5	2	salmonella	chow	5_7_5	5_7_5_2	NA
5_8_1_2	5	8	1	2	salmonella	chow	5_8_1	5_8_1_2	NA
5_8_2_2	5	8	2	2	salmonella	chow	5_8_2	5_8_2_2	NA
5_8_3_2	5	8	3	2	salmonella	chow	5_8_3	5_8_3_2	NA
5_8_4_2	5	8	4	2	salmonella	chow	5_8_4	5_8_4_2	NA
5_8_5_2	5	8	5	2	salmonella	chow	5_8_5	5_8_5_2	NA
5_10_1_2	5	10	1	2	control	HFD	5_10_1	5_10_1_2	NA
5_10_2_2	5	10	2	2	control	HFD	5_10_2	5_10_2_2	NA
5_10_3_2	5	10	3	2	control	HFD	5_10_3	5_10_3_2	NA
5_10_4_2	5	10	4	2	control	HFD	5_10_4	5_10_4_2	NA
5_10_5_2	5	10	5	2	control	HFD	5_10_5	5_10_5_2	NA
5_11_1_2	5	11	1	2	salmonella	HFD	5_11_1	5_11_1_2	NA
5_11_2_2	5	11	2	2	salmonella	HFD	5_11_2	5_11_2_2	NA
5_11_3_2	5	11	3	2	salmonella	HFD	5_11_3	5_11_3_2	NA
5_11_4_2	5	11	4	2	salmonella	HFD	5_11_4	5_11_4_2	NA
5_11_5_2	5	11	5	2	salmonella	HFD	5_11_5	5_11_5_2	NA
5_12_1_2	5	12	1	2	salmonella	HFD	5_12_1	5_12_1_2	NA
5_12_2_2	5	12	2	2	salmonella	HFD	5_12_2	5_12_2_2	NA
5_12_3_2	5	12	3	2	salmonella	HFD	5_12_3	5_12_3_2	NA
5_12_4_2	5	12	4	2	salmonella	HFD	5_12_4	5_12_4_2	NA
5_12_5_2	5	12	5	2	salmonella	HFD	5_12_5	5_12_5_2	NA
5_13_1_2	5	13	1	2	salmonella	HFD	5_13_1	5_13_1_2	NA
5_13_2_2	5	13	2	2	salmonella	HFD	5_13_2	5_13_2_2	NA
5_13_3_2	5	13	3	2	salmonella	HFD	5_13_3	5_13_3_2	NA
5_13_4_2	5	13	4	2	salmonella	HFD	5_13_4	5_13_4_2	NA
5_13_5_2	5	13	5	2	salmonella	HFD	5_13_5	5_13_5_2	NA
5_14_1_2	5	14	1	2	salmonella	HFD	5_14_1	5_14_1_2	NA
5_14_2_2	5	14	2	2	salmonella	HFD	5_14_2	5_14_2_2	NA
5_14_3_2	5	14	3	2	salmonella	HFD	5_14_3	5_14_3_2	NA
5_14_4_2	5	14	4	2	salmonella	HFD	5_14_4	5_14_4_2	NA
5_14_5_2	5	14	5	2	salmonella	HFD	5_14_5	5_14_5_2	NA
5_1_1_3	5	1	1	3	control	chow	5_1_1	5_1_1_3	NA
5_1_2_3	5	1	2	3	control	chow	5_1_2	5_1_2_3	NA
5_1_3_3	5	1	3	3	control	chow	5_1_3	5_1_3_3	NA
5_1_4_3	5	1	4	3	control	chow	5_1_4	5_1_4_3	NA
5_1_5_3	5	1	5	3	control	chow	5_1_5	5_1_5_3	NA
5_2_1_3	5	2	1	3	salmonella	chow	5_2_1	5_2_1_3	NA
5_2_2_3	5	2	2	3	salmonella	chow	5_2_2	5_2_2_3	NA
5_2_3_3	5	2	3	3	salmonella	chow	5_2_3	5_2_3_3	NA
5_2_4_3	5	2	4	3	salmonella	chow	5_2_4	5_2_4_3	NA
5_2_5_3	5	2	5	3	salmonella	chow	5_2_5	5_2_5_3	NA
5_3_1_3	5	3	1	3	salmonella	chow	5_3_1	5_3_1_3	NA
5_3_2_3	5	3	2	3	salmonella	chow	5_3_2	5_3_2_3	NA
5_3_3_3	5	3	3	3	salmonella	chow	5_3_3	5_3_3_3	NA
5_3_4_3	5	3	4	3	salmonella	chow	5_3_4	5_3_4_3	NA
5_3_5_3	5	3	5	3	salmonella	chow	5_3_5	5_3_5_3	NA
5_4_1_3	5	4	1	3	salmonella	chow	5_4_1	5_4_1_3	NA
5_4_2_3	5	4	2	3	salmonella	chow	5_4_2	5_4_2_3	NA
5_4_3_3	5	4	3	3	salmonella	chow	5_4_3	5_4_3_3	NA
5_4_4_3	5	4	4	3	salmonella	chow	5_4_4	5_4_4_3	NA
5_4_5_3	5	4	5	3	salmonella	chow	5_4_5	5_4_5_3	NA
5_5_1_3	5	5	1	3	salmonella	chow	5_5_1	5_5_1_3	NA
5_5_2_3	5	5	2	3	salmonella	chow	5_5_2	5_5_2_3	NA
5_5_3_3	5	5	3	3	salmonella	chow	5_5_3	5_5_3_3	NA
5_5_4_3	5	5	4	3	salmonella	chow	5_5_4	5_5_4_3	NA
5_5_5_3	5	5	5	3	salmonella	chow	5_5_5	5_5_5_3	NA
5_6_1_3	5	6	1	3	salmonella	chow	5_6_1	5_6_1_3	NA
5_6_2_3	5	6	2	3	salmonella	chow	5_6_2	5_6_2_3	NA
5_6_3_3	5	6	3	3	salmonella	chow	5_6_3	5_6_3_3	NA
5_6_4_3	5	6	4	3	salmonella	chow	5_6_4	5_6_4_3	NA
5_6_5_3	5	6	5	3	salmonella	chow	5_6_5	5_6_5_3	NA
5_7_1_3	5	7	1	3	salmonella	chow	5_7_1	5_7_1_3	NA
5_7_2_3	5	7	2	3	salmonella	chow	5_7_2	5_7_2_3	NA
5_7_3_3	5	7	3	3	salmonella	chow	5_7_3	5_7_3_3	NA
5_7_4_3	5	7	4	3	salmonella	chow	5_7_4	5_7_4_3	NA
5_7_5_3	5	7	5	3	salmonella	chow	5_7_5	5_7_5_3	NA
5_8_1_3	5	8	1	3	salmonella	chow	5_8_1	5_8_1_3	NA
5_8_2_3	5	8	2	3	salmonella	chow	5_8_2	5_8_2_3	NA
5_8_3_3	5	8	3	3	salmonella	chow	5_8_3	5_8_3_3	NA
5_8_4_3	5	8	4	3	salmonella	chow	5_8_4	5_8_4_3	NA
5_8_5_3	5	8	5	3	salmonella	chow	5_8_5	5_8_5_3	NA
5_10_1_3	5	10	1	3	control	HFD	5_10_1	5_10_1_3	NA
5_10_2_3	5	10	2	3	control	HFD	5_10_2	5_10_2_3	NA
5_10_3_3	5	10	3	3	control	HFD	5_10_3	5_10_3_3	NA
5_10_4_3	5	10	4	3	control	HFD	5_10_4	5_10_4_3	NA
5_10_5_3	5	10	5	3	control	HFD	5_10_5	5_10_5_3	NA
5_11_1_3	5	11	1	3	salmonella	HFD	5_11_1	5_11_1_3	NA
5_11_2_3	5	11	2	3	salmonella	HFD	5_11_2	5_11_2_3	NA
5_11_3_3	5	11	3	3	salmonella	HFD	5_11_3	5_11_3_3	NA
5_11_4_3	5	11	4	3	salmonella	HFD	5_11_4	5_11_4_3	NA
5_11_5_3	5	11	5	3	salmonella	HFD	5_11_5	5_11_5_3	NA
5_12_1_3	5	12	1	3	salmonella	HFD	5_12_1	5_12_1_3	NA
5_12_2_3	5	12	2	3	salmonella	HFD	5_12_2	5_12_2_3	NA
5_12_3_3	5	12	3	3	salmonella	HFD	5_12_3	5_12_3_3	NA
5_12_4_3	5	12	4	3	salmonella	HFD	5_12_4	5_12_4_3	NA
5_12_5_3	5	12	5	3	salmonella	HFD	5_12_5	5_12_5_3	NA
5_13_1_3	5	13	1	3	salmonella	HFD	5_13_1	5_13_1_3	NA
5_13_2_3	5	13	2	3	salmonella	HFD	5_13_2	5_13_2_3	NA
5_13_3_3	5	13	3	3	salmonella	HFD	5_13_3	5_13_3_3	NA
5_13_4_3	5	13	4	3	salmonella	HFD	5_13_4	5_13_4_3	NA
5_13_5_3	5	13	5	3	salmonella	HFD	5_13_5	5_13_5_3	NA
5_14_1_3	5	14	1	3	salmonella	HFD	5_14_1	5_14_1_3	NA
5_14_2_3	5	14	2	3	salmonella	HFD	5_14_2	5_14_2_3	NA
5_14_3_3	5	14	3	3	salmonella	HFD	5_14_3	5_14_3_3	NA
5_14_4_3	5	14	4	3	salmonella	HFD	5_14_4	5_14_4_3	NA
5_14_5_3	5	14	5	3	salmonella	HFD	5_14_5	5_14_5_3	NA
5_1_1_4	5	1	1	4	control	chow	5_1_1	5_1_1_4	NA
5_1_2_4	5	1	2	4	control	chow	5_1_2	5_1_2_4	NA
5_1_3_4	5	1	3	4	control	chow	5_1_3	5_1_3_4	NA
5_1_4_4	5	1	4	4	control	chow	5_1_4	5_1_4_4	NA
5_1_5_4	5	1	5	4	control	chow	5_1_5	5_1_5_4	NA
5_2_1_4	5	2	1	4	salmonella	chow	5_2_1	5_2_1_4	NA
5_2_2_4	5	2	2	4	salmonella	chow	5_2_2	5_2_2_4	NA
5_2_3_4	5	2	3	4	salmonella	chow	5_2_3	5_2_3_4	NA
5_2_4_4	5	2	4	4	salmonella	chow	5_2_4	5_2_4_4	NA
5_2_5_4	5	2	5	4	salmonella	chow	5_2_5	5_2_5_4	NA
5_3_1_4	5	3	1	4	salmonella	chow	5_3_1	5_3_1_4	NA
5_3_2_4	5	3	2	4	salmonella	chow	5_3_2	5_3_2_4	NA
5_3_3_4	5	3	3	4	salmonella	chow	5_3_3	5_3_3_4	NA
5_3_4_4	5	3	4	4	salmonella	chow	5_3_4	5_3_4_4	NA
5_3_5_4	5	3	5	4	salmonella	chow	5_3_5	5_3_5_4	NA
5_4_1_4	5	4	1	4	salmonella	chow	5_4_1	5_4_1_4	NA
5_4_2_4	5	4	2	4	salmonella	chow	5_4_2	5_4_2_4	NA
5_4_3_4	5	4	3	4	salmonella	chow	5_4_3	5_4_3_4	NA
5_4_4_4	5	4	4	4	salmonella	chow	5_4_4	5_4_4_4	NA
5_4_5_4	5	4	5	4	salmonella	chow	5_4_5	5_4_5_4	NA
5_5_1_4	5	5	1	4	salmonella	chow	5_5_1	5_5_1_4	NA
5_5_2_4	5	5	2	4	salmonella	chow	5_5_2	5_5_2_4	NA
5_5_3_4	5	5	3	4	salmonella	chow	5_5_3	5_5_3_4	NA
5_5_4_4	5	5	4	4	salmonella	chow	5_5_4	5_5_4_4	NA
5_5_5_4	5	5	5	4	salmonella	chow	5_5_5	5_5_5_4	NA
5_6_1_4	5	6	1	4	salmonella	chow	5_6_1	5_6_1_4	NA
5_6_2_4	5	6	2	4	salmonella	chow	5_6_2	5_6_2_4	NA
5_6_3_4	5	6	3	4	salmonella	chow	5_6_3	5_6_3_4	NA
5_6_4_4	5	6	4	4	salmonella	chow	5_6_4	5_6_4_4	NA
5_6_5_4	5	6	5	4	salmonella	chow	5_6_5	5_6_5_4	NA
5_7_1_4	5	7	1	4	salmonella	chow	5_7_1	5_7_1_4	NA
5_7_2_4	5	7	2	4	salmonella	chow	5_7_2	5_7_2_4	NA
5_7_3_4	5	7	3	4	salmonella	chow	5_7_3	5_7_3_4	NA
5_7_4_4	5	7	4	4	salmonella	chow	5_7_4	5_7_4_4	NA
5_7_5_4	5	7	5	4	salmonella	chow	5_7_5	5_7_5_4	NA
5_8_1_4	5	8	1	4	salmonella	chow	5_8_1	5_8_1_4	NA
5_8_2_4	5	8	2	4	salmonella	chow	5_8_2	5_8_2_4	NA
5_8_3_4	5	8	3	4	salmonella	chow	5_8_3	5_8_3_4	NA
5_8_4_4	5	8	4	4	salmonella	chow	5_8_4	5_8_4_4	NA
5_8_5_4	5	8	5	4	salmonella	chow	5_8_5	5_8_5_4	NA
5_10_1_4	5	10	1	4	control	HFD	5_10_1	5_10_1_4	NA
5_10_2_4	5	10	2	4	control	HFD	5_10_2	5_10_2_4	NA
5_10_3_4	5	10	3	4	control	HFD	5_10_3	5_10_3_4	NA
5_10_4_4	5	10	4	4	control	HFD	5_10_4	5_10_4_4	NA
5_10_5_4	5	10	5	4	control	HFD	5_10_5	5_10_5_4	NA
5_11_1_4	5	11	1	4	salmonella	HFD	5_11_1	5_11_1_4	NA
5_11_2_4	5	11	2	4	salmonella	HFD	5_11_2	5_11_2_4	NA
5_11_3_4	5	11	3	4	salmonella	HFD	5_11_3	5_11_3_4	NA
5_11_4_4	5	11	4	4	salmonella	HFD	5_11_4	5_11_4_4	NA
5_11_5_4	5	11	5	4	salmonella	HFD	5_11_5	5_11_5_4	NA
5_12_1_4	5	12	1	4	salmonella	HFD	5_12_1	5_12_1_4	NA
5_12_2_4	5	12	2	4	salmonella	HFD	5_12_2	5_12_2_4	NA
5_12_3_4	5	12	3	4	salmonella	HFD	5_12_3	5_12_3_4	NA
5_12_4_4	5	12	4	4	salmonella	HFD	5_12_4	5_12_4_4	NA
5_12_5_4	5	12	5	4	salmonella	HFD	5_12_5	5_12_5_4	NA
5_13_1_4	5	13	1	4	salmonella	HFD	5_13_1	5_13_1_4	NA
5_13_2_4	5	13	2	4	salmonella	HFD	5_13_2	5_13_2_4	NA
5_13_3_4	5	13	3	4	salmonella	HFD	5_13_3	5_13_3_4	NA
5_13_4_4	5	13	4	4	salmonella	HFD	5_13_4	5_13_4_4	NA
5_13_5_4	5	13	5	4	salmonella	HFD	5_13_5	5_13_5_4	NA
5_14_1_4	5	14	1	4	salmonella	HFD	5_14_1	5_14_1_4	NA
5_14_2_4	5	14	2	4	salmonella	HFD	5_14_2	5_14_2_4	NA
5_14_3_4	5	14	3	4	salmonella	HFD	5_14_3	5_14_3_4	NA
5_14_4_4	5	14	4	4	salmonella	HFD	5_14_4	5_14_4_4	NA
5_14_5_4	5	14	5	4	salmonella	HFD	5_14_5	5_14_5_4	NA
5_1_1_5	5	1	1	5	control	chow	5_1_1	5_1_1_5	NA
5_1_2_5	5	1	2	5	control	chow	5_1_2	5_1_2_5	NA
5_1_3_5	5	1	3	5	control	chow	5_1_3	5_1_3_5	NA
5_1_4_5	5	1	4	5	control	chow	5_1_4	5_1_4_5	NA
5_1_5_5	5	1	5	5	control	chow	5_1_5	5_1_5_5	NA
5_2_1_5	5	2	1	5	salmonella	chow	5_2_1	5_2_1_5	NA
5_2_2_5	5	2	2	5	salmonella	chow	5_2_2	5_2_2_5	NA
5_2_3_5	5	2	3	5	salmonella	chow	5_2_3	5_2_3_5	NA
5_2_4_5	5	2	4	5	salmonella	chow	5_2_4	5_2_4_5	NA
5_2_5_5	5	2	5	5	salmonella	chow	5_2_5	5_2_5_5	NA
5_3_1_5	5	3	1	5	salmonella	chow	5_3_1	5_3_1_5	NA
5_3_2_5	5	3	2	5	salmonella	chow	5_3_2	5_3_2_5	NA
5_3_3_5	5	3	3	5	salmonella	chow	5_3_3	5_3_3_5	NA
5_3_4_5	5	3	4	5	salmonella	chow	5_3_4	5_3_4_5	NA
5_3_5_5	5	3	5	5	salmonella	chow	5_3_5	5_3_5_5	NA
5_4_1_5	5	4	1	5	salmonella	chow	5_4_1	5_4_1_5	NA
5_4_2_5	5	4	2	5	salmonella	chow	5_4_2	5_4_2_5	NA
5_4_3_5	5	4	3	5	salmonella	chow	5_4_3	5_4_3_5	NA
5_4_4_5	5	4	4	5	salmonella	chow	5_4_4	5_4_4_5	NA
5_4_5_5	5	4	5	5	salmonella	chow	5_4_5	5_4_5_5	NA
5_5_1_5	5	5	1	5	salmonella	chow	5_5_1	5_5_1_5	NA
5_5_2_5	5	5	2	5	salmonella	chow	5_5_2	5_5_2_5	NA
5_5_3_5	5	5	3	5	salmonella	chow	5_5_3	5_5_3_5	NA
5_5_4_5	5	5	4	5	salmonella	chow	5_5_4	5_5_4_5	NA
5_5_5_5	5	5	5	5	salmonella	chow	5_5_5	5_5_5_5	NA
5_6_1_5	5	6	1	5	salmonella	chow	5_6_1	5_6_1_5	NA
5_6_2_5	5	6	2	5	salmonella	chow	5_6_2	5_6_2_5	NA
5_6_3_5	5	6	3	5	salmonella	chow	5_6_3	5_6_3_5	NA
5_6_4_5	5	6	4	5	salmonella	chow	5_6_4	5_6_4_5	NA
5_6_5_5	5	6	5	5	salmonella	chow	5_6_5	5_6_5_5	NA
5_7_1_5	5	7	1	5	salmonella	chow	5_7_1	5_7_1_5	NA
5_7_2_5	5	7	2	5	salmonella	chow	5_7_2	5_7_2_5	NA
5_7_3_5	5	7	3	5	salmonella	chow	5_7_3	5_7_3_5	NA
5_7_4_5	5	7	4	5	salmonella	chow	5_7_4	5_7_4_5	NA
5_7_5_5	5	7	5	5	salmonella	chow	5_7_5	5_7_5_5	NA
5_8_1_5	5	8	1	5	salmonella	chow	5_8_1	5_8_1_5	NA
5_8_2_5	5	8	2	5	salmonella	chow	5_8_2	5_8_2_5	NA
5_8_3_5	5	8	3	5	salmonella	chow	5_8_3	5_8_3_5	NA
5_8_4_5	5	8	4	5	salmonella	chow	5_8_4	5_8_4_5	NA
5_8_5_5	5	8	5	5	salmonella	chow	5_8_5	5_8_5_5	NA
5_10_1_5	5	10	1	5	control	HFD	5_10_1	5_10_1_5	NA
5_10_2_5	5	10	2	5	control	HFD	5_10_2	5_10_2_5	NA
5_10_3_5	5	10	3	5	control	HFD	5_10_3	5_10_3_5	NA
5_10_4_5	5	10	4	5	control	HFD	5_10_4	5_10_4_5	NA
5_10_5_5	5	10	5	5	control	HFD	5_10_5	5_10_5_5	NA
5_11_1_5	5	11	1	5	salmonella	HFD	5_11_1	5_11_1_5	NA
5_11_2_5	5	11	2	5	salmonella	HFD	5_11_2	5_11_2_5	NA
5_11_3_5	5	11	3	5	salmonella	HFD	5_11_3	5_11_3_5	NA
